语例ID,主语(目标域),谓语(源域),目标域,目标域名称,源域,源域名称,映射方向,映射方向标签,F_field,A_level,D_number,D_abstract,I_depth,S_schema,D_processing,CC连续值,CC等级(等距法),标注覆盖,CC标注值,CC等级(五分位法)
xb_03028,战争,和平的敌人,AB,抽象,HM,人体,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_03029,眼睛,黑得怕人,BD,建筑,ST,结构,4,抽象→具体,0.6,0.33,0.6,0.465,0.67,0.67,0.67,0.5573,3,否,4,4
xb_03030,脸色,惨白的,BD,建筑,ST,结构,4,抽象→具体,0.6,0.33,0.6,0.465,0.67,0.67,0.67,0.5573,3,否,4,4
xb_03031,湖水,混浊得无言可喻的了,NT,自然,ST,结构,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_03032,声音,宏亮的长沙调,SN,感知,ST,结构,3,抽象→抽象,0.2,0.0,0.4,0.15,0.67,0.33,0.534,0.3228,2,否,3,2
xb_03033,真正的幽默,能反躬自笑的,TH,思维,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_03034,法国人的思想,有名的清楚,TH,思维,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_03035,他们的美德,公道,MR,机器,MR,机器,3,抽象→抽象,0.6,0.33,0.6,0.465,0.67,0.33,0.534,0.496,3,否,3,3
xb_03036,世界,小,AB,抽象,SP,空间,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_03037,空气,湿的,NT,自然,ST,结构,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_03038,妻子的话,甜的,CM,通讯,ST,结构,3,抽象→抽象,0.6,0.33,0.6,0.465,0.67,0.33,0.534,0.496,3,否,3,3
xb_03039,离别的泪,苦的,BD,建筑,ST,结构,4,抽象→具体,0.6,0.33,0.6,0.465,0.67,0.67,0.67,0.5573,3,否,4,4
xb_03040,重逢的泪,甜的,BD,建筑,ST,结构,4,抽象→具体,0.6,0.33,0.6,0.465,0.67,0.67,0.67,0.5573,3,否,4,4
xb_03041,春天的雨,热情的,NT,自然,ST,结构,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_03042,姓名,神圣的,AB,抽象,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_03043,世界,公平的,AB,抽象,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_03044,雪山,有神的,NT,自然,ST,结构,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_03045,空气,动人的,NT,自然,ST,结构,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_03046,水,漂亮的,NT,自然,ST,结构,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_03047,后边的日子,整洁的,TM,时间,ST,结构,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_03048,人本,自由的鸟儿,HM,人体,LV,生命,1,具体→具体,0.2,0.0,0.4,0.15,0.0,0.0,0.0,0.0825,1,否,2,1
xb_03049,这教训,严厉的,TH,思维,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_03050,阿炳的耳朵,了不起的,BD,建筑,ST,结构,4,抽象→具体,0.6,0.33,0.6,0.465,0.67,0.67,0.67,0.5573,3,否,4,4
xb_03051,第一次,香甜的,TM,时间,ST,结构,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_03052,运气,神秘的东西,AB,抽象,OB,物体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_03053,罪孽,甜蜜的,MR,机器,ST,结构,3,抽象→抽象,0.6,0.33,0.6,0.465,0.67,0.33,0.534,0.496,3,否,3,3
xb_03054,海,平静的,NT,自然,ST,结构,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_03055,这,真正的爱,EM,情感,EM,情感,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_03056,这一强烈的爱情,可怕的，而且是危险的,EM,情感,ST,结构,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_03057,我们的事业,神圣的、正义的,SC,社会,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_03058,这些新思想,严肃而热情的,TH,思维,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_03059,水中动物的种类,最多的,AB,抽象,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_03060,彩虹汽水,危险的饮料,OB,物体,OB,物体,1,具体→具体,0.2,0.0,0.4,0.15,0.0,0.0,0.0,0.0825,1,否,2,1
xb_03061,顾虑,多余的,TH,思维,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_03062,想法,一样的,TH,思维,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_03063,行为,不对的,HM,人体,ST,结构,3,抽象→抽象,0.2,0.0,0.4,0.15,0.67,0.33,0.534,0.3228,2,否,3,2
xb_03064,事物,良好生活的基本条件,AB,抽象,AB,抽象,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_03065,理性,完全真空的,TH,思维,SP,空间,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_03066,人,神圣的,HM,人体,ST,结构,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_03067,镜子,可怕的,OB,物体,ST,结构,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_03068,大自然,神圣的,NT,自然,ST,结构,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_03069,某件事情,真实的,EV,事件,ST,结构,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_03070,怀疑一切事物,可能的,TH,思维,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_03071,感觉与思维,不同的,TH,思维,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_03072,物质世界,真实的,AB,抽象,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_03073,事情,真的,EV,事件,ST,结构,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_03074,因果律,绝对的,AB,抽象,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_03075,玩具熊,活的,OB,物体,LV,生命,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_03076,真理,主观的,AB,抽象,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_03077,生命,漫长的,LV,生命,ST,结构,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_03078,事,偶然的,EV,事件,ST,结构,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_03079,道理,正确的,AB,抽象,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_03080,性的冲动,危险的,EM,情感,ST,结构,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_03081,战争,真的,EV,事件,ST,结构,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_03082,人,渺小的,HM,人体,ST,结构,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_03083,地球,平的,NT,自然,ST,结构,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_03084,全体动物,平等的,LV,生命,ST,结构,4,抽象→具体,0.4,0.33,0.6,0.415,0.67,0.67,0.67,0.5298,3,否,4,3
xb_03085,俱乐部会员,神圣不可亵渎的,HM,人体,ST,结构,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_03086,金钱,宝贵的,EC,经济,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,4,5
xb_03087,爱情,甜蜜的,EM,情感,ST,结构,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_03088,猪,英勇的战士,LV,生命,HM,人体,1,具体→具体,0.4,0.33,0.6,0.415,0.0,0.0,0.0,0.2283,2,否,2,2
xb_03089,歌,甜蜜的,CM,通讯,ST,结构,3,抽象→抽象,0.6,0.33,0.6,0.465,0.67,0.33,0.534,0.496,3,否,3,3
xb_03090,肉,充足的,FD,食物,ST,结构,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_03091,国土,死亡之地,SP,空间,SP,空间,1,具体→具体,0.2,0.0,0.4,0.15,0.0,0.0,0.0,0.0825,1,否,2,1
xb_03092,女人,绝对禁忌,HM,人体,AB,抽象,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_03093,地铁,悲哀的,OB,物体,EM,情感,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_03094,心,黑的,TH,思维,SN,感知,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_03095,命运,自由的,AB,抽象,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_03096,人生,可笑的,AB,抽象,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_03097,情感,真实的,EM,情感,ST,结构,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_03098,心,善良的,TH,思维,ST,结构,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_03099,上帝,仁慈的,HM,人体,ST,结构,3,抽象→抽象,0.2,0.0,0.4,0.15,0.67,0.33,0.534,0.3228,2,否,3,2
xb_03100,上帝,沉默的,HM,人体,ST,结构,3,抽象→抽象,0.2,0.0,0.4,0.15,0.67,0.33,0.534,0.3228,2,否,3,2
xb_03101,上帝,慈祥的,HM,人体,ST,结构,3,抽象→抽象,0.2,0.0,0.4,0.15,0.67,0.33,0.534,0.3228,2,否,3,2
xb_03102,上帝的手,沉重的,BD,建筑,ST,结构,4,抽象→具体,0.6,0.33,0.6,0.465,0.67,0.67,0.67,0.5573,3,否,4,4
xb_03103,上帝,骗子,HM,人体,HM,人体,1,具体→具体,0.2,0.0,0.4,0.15,0.0,0.0,0.0,0.0825,1,否,2,1
xb_03104,人,自由的,HM,人体,ST,结构,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_03105,教会,工具,SC,社会,OB,物体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_03106,信仰,盲目的,TH,思维,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_03107,地球,活的,NT,自然,LV,生命,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_03108,爱情,伟大的,EM,情感,ST,结构,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_03109,黄厅,一部回忆录,SP,空间,CM,通讯,1,具体→具体,0.2,0.0,0.4,0.15,0.0,0.0,0.0,0.0825,1,否,2,1
xb_03110,灵魂,崇高的,TH,思维,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_03111,教区,榨苹果汁的作坊,SC,社会,SP,空间,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_03112,泪水,苦涩的,BD,建筑,SN,感知,4,抽象→具体,0.6,0.33,0.6,0.465,0.67,0.67,0.67,0.5573,3,否,4,4
xb_03113,灵魂,一顿大餐,TH,思维,FD,食物,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_03114,感情,危险的,EM,情感,ST,结构,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_03115,天空,恬静的,NT,自然,ST,结构,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_03116,房间,温馨亲切的,SP,空间,ST,结构,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_03117,爱情,盲目的,EM,情感,ST,结构,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_03118,希望,疯狂的,EM,情感,ST,结构,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_03119,情感,可耻的,EM,情感,ST,结构,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_03120,丈夫,多余的,HM,人体,ST,结构,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_03121,负担,轻的,AB,抽象,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_03122,思想,崇高的,TH,思维,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_03123,荣誉,宝贵的,MR,机器,ST,结构,3,抽象→抽象,0.6,0.33,0.6,0.465,0.67,0.33,0.534,0.496,3,否,3,3
xb_03124,尾巴,悲伤的,BD,建筑,EM,情感,4,抽象→具体,0.6,0.33,0.6,0.465,0.67,0.67,0.67,0.5573,3,否,4,4
xb_03125,槌球,活刺猬,OB,物体,LV,生命,1,具体→具体,0.2,0.0,0.4,0.15,0.0,0.0,0.0,0.0825,1,否,2,1
xb_03126,王国,无情和吝啬的,SC,社会,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_03127,道路,漫长而艰巨的,SP,空间,ST,结构,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_03128,旅途,寂寞的,EV,事件,ST,结构,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,4,3
xb_03129,野心,崇高的,EM,情感,ST,结构,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_03130,得罪一个好房客,愚蠢的,HM,人体,ST,结构,3,抽象→抽象,0.2,0.0,0.4,0.15,0.67,0.33,0.534,0.3228,2,否,3,2
xb_03131,掉眼泪,可耻的,HM,人体,ST,结构,3,抽象→抽象,0.2,0.0,0.4,0.15,0.67,0.33,0.534,0.3228,2,否,4,2
xb_03132,身份,高贵的,SC,社会,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_03133,信仰,虚弱的,TH,思维,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_03134,一本好书,最好的朋友,CM,通讯,HM,人体,1,具体→具体,0.6,0.33,0.6,0.465,0.0,0.0,0.0,0.2557,2,否,1,2
xb_03135,把钱还给他们的想法,荒唐的,TH,思维,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_03136,相信上帝,幼稚行为,HM,人体,HM,人体,3,抽象→抽象,0.2,0.0,0.4,0.15,0.67,0.33,0.534,0.3228,2,否,3,2
xb_03137,回归地球,甜美的,EV,事件,ST,结构,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_03138,道路,漫长的,SP,空间,ST,结构,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_03139,爱情,绝对的献身,EM,情感,HM,人体,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_03140,雪人,活的,OB,物体,LV,生命,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_03141,复杂的最终境界,简单,AB,抽象,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_03142,上帝,公正的,HM,人体,ST,结构,3,抽象→抽象,0.2,0.0,0.4,0.15,0.67,0.33,0.534,0.3228,2,否,3,2
xb_03143,河,全个自然的母亲,NT,自然,HM,人体,1,具体→具体,0.2,0.0,0.4,0.15,0.0,0.0,0.0,0.0825,1,否,2,1
xb_03144,没有一样东西,真实的,OB,物体,ST,结构,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_03145,时间,缓慢的,TM,时间,ST,结构,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_03146,我的意志,坚定的,TH,思维,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_03147,生活,悲惨的,AB,抽象,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_03148,我们的律法,慈祥的,SC,社会,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_03149,只有一条路,安全的,SP,空间,ST,结构,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_03150,英国的人民,好斗的民族,SC,社会,HM,人体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_03151,老天,公正的,HM,人体,ST,结构,3,抽象→抽象,0.2,0.0,0.4,0.15,0.67,0.33,0.534,0.3228,2,否,3,2
xb_03152,真正的激情,自私的,EM,情感,ST,结构,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_03153,舆论,可怕的,SC,社会,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_03154,真理,严峻的,AB,抽象,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_03155,人的意志,强大的,TH,思维,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_03156,这条大道,全印度的背脊骨,SP,空间,BD,建筑,1,具体→具体,0.2,0.0,0.4,0.15,0.0,0.0,0.0,0.0825,1,否,2,1
xb_03157,惠理子,一个巨大的存在,HM,人体,AB,抽象,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_03158,人,孤独的,HM,人体,EM,情感,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_03159,这个男人,完美的形体与巨大的力量的化身,HM,人体,AB,抽象,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_03160,规律,必要的,AB,抽象,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_03161,艺术,理想的升华之物,CM,通讯,AB,抽象,3,抽象→抽象,0.6,0.33,0.6,0.465,0.67,0.33,0.534,0.496,3,否,3,3
xb_03162,爱情,甜蜜的,EM,情感,ST,结构,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_03163,这个国度,文明的耻辱,SC,社会,MR,机器,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_03164,我的心,麻木的,TH,思维,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_03165,知识,自由的,TH,思维,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_03166,我们的意志,自由的,TH,思维,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_03167,骑士小说,有害的,CM,通讯,ST,结构,3,抽象→抽象,0.6,0.33,0.6,0.465,0.67,0.33,0.534,0.496,3,否,3,3
xb_03168,我的轭,软和的,OB,物体,ST,结构,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_03169,幸福,忘记自己,EM,情感,HM,人体,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_03170,花儿残留的芬芳,生命所留在记忆中的形象,SN,感知,AB,抽象,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_03171,大地,迷人的母亲,NT,自然,HM,人体,1,具体→具体,0.2,0.0,0.4,0.15,0.0,0.0,0.0,0.0825,1,否,1,1
xb_03172,共和国的原则,平等,AB,抽象,AB,抽象,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_03173,宗教,自由的源泉,SC,社会,NT,自然,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_03174,宗教思想,自由的基础,TH,思维,OB,物体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_03175,黑夜,年轻的,TM,时间,ST,结构,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_03176,处女,神秘的鲜花,HM,人体,NT,自然,1,具体→具体,0.2,0.0,0.4,0.15,0.0,0.0,0.0,0.0825,1,否,2,1
xb_03177,处女,神秘的鲜花,HM,人体,NT,自然,1,具体→具体,0.2,0.0,0.4,0.15,0.0,0.0,0.0,0.0825,1,否,2,1
xb_03178,爱情,自私的,EM,情感,ST,结构,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_03179,自己所爱的女人,神圣的,HM,人体,ST,结构,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_03180,爱情,幸福的源泉,EM,情感,NT,自然,2,具体→抽象,0.4,0.33,0.6,0.415,0.33,0.33,0.33,0.3768,2,否,1,2
xb_03181,时间,宝贵的,TM,时间,ST,结构,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_03182,人,复杂的,HM,人体,ST,结构,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_03183,我们的大会,神圣的,EV,事件,ST,结构,2,具体→抽象,0.4,0.33,0.6,0.415,0.33,0.33,0.33,0.3768,2,否,2,2
xb_03184,新血统,宝贵的,AB,抽象,ST,结构,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_03185,核武器,绝对的罪恶,OB,物体,MR,机器,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_03186,世界,荒谬的,AB,抽象,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_03187,女人,人类智慧当中一个灿烂的光点,HM,人体,SN,感知,1,具体→具体,0.2,0.0,0.4,0.15,0.0,0.0,0.0,0.0825,1,否,2,1
xb_03188,这两个淘气的男孩,大罪人了,HM,人体,HM,人体,1,具体→具体,0.2,0.0,0.4,0.15,0.0,0.0,0.0,0.0825,1,否,2,1
xb_03189,人,自己的幸福的创造者,HM,人体,HM,人体,1,具体→具体,0.2,0.0,0.4,0.15,0.0,0.0,0.0,0.0825,1,否,2,1
xb_03190,我们的工作目标,神圣的,AB,抽象,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_03191,血,神圣的东西,BD,建筑,OB,物体,4,抽象→具体,0.6,0.33,0.6,0.465,0.67,0.67,0.67,0.5573,3,否,4,4
xb_03192,诗,神圣的语言,CM,通讯,CM,通讯,3,抽象→抽象,0.6,0.33,0.6,0.465,0.67,0.33,0.534,0.496,3,否,3,3
xb_03193,不知道真相的人,幸福的,HM,人体,EM,情感,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_03194,他们的心,相通的,TH,思维,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_03195,女人,恶魔,HM,人体,HM,人体,1,具体→具体,0.2,0.0,0.4,0.15,0.0,0.0,0.0,0.0825,1,否,2,1
xb_03196,这话,真的,AB,抽象,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_03197,那因缘,阴暗的东西,AB,抽象,OB,物体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_03198,父亲,平和的,HM,人体,ST,结构,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_03199,后果,可悲的,AB,抽象,EM,情感,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_03200,上帝,善良的,HM,人体,ST,结构,3,抽象→抽象,0.2,0.0,0.4,0.15,0.67,0.33,0.534,0.3228,2,否,3,2
xb_03201,警察,无能的,HM,人体,ST,结构,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_03202,老天爷,公平的,HM,人体,ST,结构,3,抽象→抽象,0.2,0.0,0.4,0.15,0.67,0.33,0.534,0.3228,2,否,3,2
xb_03203,我的动机,神圣的,TH,思维,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
