id,id,construction_type,subject,copula,predicate,source_domain,target_domain,mapping_direction,metaphor_type,thematic_role,copula_function,constructional_meaning,cognitive_accessibility,mapping_basis,conceptual_complexity,embodied_experience,cognitive_reference_point,entailment_richness,prototype_distance,link_type,inter_construction_links,systematicity,conventionality,function_in_network,copula_type,holistic_imagery,relational_thinking,metaphor_novelty,family_marker,inheritance_relation,original_id,full_sentence,construction,time,source,genre,mapping_content,entailment,inheritance_links_detail,polysemy_links_detail,subpart_links_detail,cognitive_reference_point_description,pragmatic_function,context_sensitivity,discourse_type,ca_level,md_label,construction_type_12,ca_code,md_code,type_code
xb_03058,xb_03058,copular_metaphor,这些新思想,是,严肃而热情的,ST,TH,3,ontological,2,equative,本条未作扩展构式义标注；核心统计仅使用已编码字段,4,similarity,3,0.61,基于源域的认知参照,0.75,2,3,None,0.62,0.71,1,standard,1.71,2.0,0.5,,"继承判断构式,特化为人思想映射",E20877,"年一样，来履行一项令人愉快的职责，但我恐怕我作为一个演说家的能力是微薄了，与这项职责实在太不相称。""""不啊，不啊！""布朗先生说。""可，新的一代正在成长，这是由新思想和新原则激励的一代人。这些新思想是严肃而热情的，它的热情，甚至使用不当时，大体上，我相信，也都是诚挚",这些新思想是严肃而热情的,2001,詹姆斯·乔伊斯《死者》,文学,,,,,,,categorization,0.3,文学,高,抽抽,高_抽抽,3,3,11
xb_03059,xb_03059,copular_metaphor,水中动物的种类,是,最多的,ST,AB,3,ontological,2,attributive,本条未作扩展构式义标注；核心统计仅使用已编码字段,4,similarity,3,0.93,基于源域的认知参照,0.75,2,1,None,0.94,0.86,1,standard,1.85,2.0,0.5,,"继承判断构式,特化为数量程度映射",E20915,花就是只能在这里和临近的凡纳雷福岛上看到。在这里，水中动物的种类是最多的。你甚至不需要换气装置就可以看到丰富多彩的鱼、软体动物、海绵,水中动物的种类是最多的,1986,乔斯坦·贾德《玛雅》,文学,,,,,,,categorization,0.3,文学,高,抽抽,高_抽抽,3,3,11
xb_03060,xb_03060,copular_metaphor,彩虹汽水,是,危险的饮料,OB,OB,1,ontological,2,identificational,本条未作扩展构式义标注；核心统计仅使用已编码字段,4,similarity,2,0.98,基于源域的认知参照,1.0,2,1,None,0.76,0.8,4,standard,1.82,2.0,0.5,,"继承判断构式,特化为威胁心理映射",E20921,"整个躯体——彩虹汽水仍在我体内""我已经明白，为什么汉斯说彩虹汽水是危险的饮料。它会在人们心中激起一股永远无法满足的渴望。这会儿，喝了",彩虹汽水是危险的饮料,1964,乔斯坦·贾德《纸牌的秘密》,文学,,,,,,,categorization,0.3,文学,高,具具,高_具具,3,1,9
xb_03061,xb_03061,copular_metaphor,顾虑,是,多余的,ST,TH,3,ontological,2,attributive,本条未作扩展构式义标注；核心统计仅使用已编码字段,4,similarity,3,0.76,基于源域的认知参照,0.75,1,4,None,1.0,0.93,1,standard,1.84,2.0,0.5,,"继承判断构式,特化为程度评价映射",E20924,"，见了面却没话讲，不是挺尴尬的吗?汉斯·汤玛士，你觉得爸爸的顾虑是多余的吗?""眼看我们这趟旅程的目标就要达成了，我却突然发现，原来爸",顾虑是多余的,1967,乔斯坦·贾德《纸牌的秘密》,文学,,,,,,,categorization,0.3,文学,高,抽抽,高_抽抽,3,3,11
xb_03062,xb_03062,copular_metaphor,想法,是,一样的,ST,TH,3,ontological,2,attributive,本条未作扩展构式义标注；核心统计仅使用已编码字段,4,similarity,3,0.83,基于源域的认知参照,0.75,1,2,None,1.0,0.96,1,standard,1.7,2.0,0.5,,"继承判断构式,特化为同一性映射",E20925,"情的数落，任谁也会觉得难堪。""老实说，汉斯·汤玛士，我跟你的想法是一样的。""：爸爸的口气十分诚挚。我听了，不忍心再逼迫他。这件事就此",想法是一样的,1956,乔斯坦·贾德《纸牌的秘密》,文学,,,,,,,categorization,0.3,文学,高,抽抽,高_抽抽,3,3,11
xb_03063,xb_03063,copular_metaphor,行为,是,不对的,ST,HM,3,ontological,2,identificational,本条未作扩展构式义标注；核心统计仅使用已编码字段,4,similarity,3,0.97,基于源域的认知参照,0.75,1,3,None,0.86,0.93,3,standard,1.81,2.0,0.5,,"继承判断构式,特化为道德评价映射",E20926,乐吗?有很多人撒谎、舞弊、中伤别人，而他们本身也深深明白这些行为是不对或不公平的。你想这些人会快乐吗?苏菲看完有关苏格拉底的信后，匆,行为是不对的,1996,乔斯坦·贾德《苏菲的世界》,文学,,,,,,,categorization,0.3,文学,高,抽抽,高_抽抽,3,3,11
xb_03064,xb_03064,copular_metaphor,事物,是,良好生活的基本条件,AB,AB,3,ontological,2,equative,本条未作扩展构式义标注；核心统计仅使用已编码字段,4,similarity,3,0.79,基于源域的认知参照,0.75,1,4,None,0.66,0.81,3,standard,1.9,2.0,0.5,,"继承判断构式,特化为基础需求映射",E20929,时曾经谈过这个问题。每一个人都需要食物、温暖、爱与关怀。这类事物是良好生活的基本条件。接着哲学家指出，人们也需要为一些哲学问题寻找答,事物是良好生活的基本条件,1960,乔斯坦·贾德《苏菲的世界》,文学,,,,,,,categorization,0.3,文学,高,抽抽,高_抽抽,3,3,11
xb_03065,xb_03065,copular_metaphor,理性,是,完全真空的,SP,TH,2,structural,2,equative,本条未作扩展构式义标注；核心统计仅使用已编码字段,4,similarity,2,0.79,基于源域的认知参照,1.0,1,4,None,0.72,0.82,4,standard,1.76,2.0,0.5,,"继承判断构式,特化为认知空白映射",E20930,"正是人最大的特征。不过在我们的感官经验到各种事物之前，我们的理性是完全真空的。因此人并没有天生的""观念""。一件事物的形式乃是它的特征",理性是完全真空的,1979,乔斯坦·贾德《苏菲的世界》,文学,,,,,,,explanation,0.3,文学,高,具抽,高_具抽,3,2,10
xb_03066,xb_03066,copular_metaphor,人,是,神圣的,ST,HM,4,ontological,2,attributive,本条未作扩展构式义标注；核心统计仅使用已编码字段,3,similarity,4,0.8,基于源域的认知参照,1.0,1,3,None,0.61,0.75,2,standard,1.77,2.0,0.5,,"继承判断构式,特化为人性尊严映射",E20933,"表示：""对人类而言，人是神圣的。""这句话自此成为人本主义的口号。此外，斯多葛学派强调，所有",人是神圣的,2012,乔斯坦·贾德《苏菲的世界》,文学,"该构式体现斯多葛学派将宗教神圣性映射到人性尊严的核心哲学观点,映射过程涉及三个认知层次:(1)具身经验层:神圣源于人类对超自然力量的敬畏体验。从原始宗教开始,神圣(sacred/holy)标志着与世俗(profane)的根本区隔——神庙不可亵渎,神像不可触碰,神名不可妄称。这种敬畏体验在身体层面表现为战栗、屈膝、低头、静默等仪式性姿态,形成""神圣→不可侵犯→绝对价值""的具身化认知图式。当斯多葛学派宣称""人是神圣的""(homo homini res sacra),实则将这套神圣体验的认知图式整体转移到人性上——人不再仅仅是生物学意义上的生命体,而是获得了宗教意义上的绝对价值,任何对人的伤害都等同于对神圣的亵渎。(2)概念映射层:该映射触发一系列认知推理:如果人是神圣的,那么人的生命不可剥夺(反对死刑与奴隶制),人的尊严不可侮辱(反对酷刑与压迫),人的自由不可剥夺(政治自由与思想自由)。这一映射奠定了西方人权思想的哲学基础——人权不是法律赋予的,而是因人性本身神圣而""天赋""的。文艺复兴时期,这一观点进一步强化为""大自然是神圣的""(上文E20940),将神圣性从超验的上帝延伸到内在的人性与自然,形成人本主义世界观的核心:不是神创造了人的价值,而是人性本身即是神圣的。(3)文化哲学层:该构式标志着西方思想史上的重大转向——从神本主义到人本主义。古希腊哲学虽重视理性,但仍将神置于至高位置;中世纪基督教更是将人贬为""原罪""承担者,只有通过上帝恩典才能救赎。斯多葛学派则首次明确宣称""人即神圣"",将价值中心从天上的上帝转移到地上的人类。这一观点在启蒙运动中被康德发展为""人是目的而非手段""的绝对命令,在现代被联合国《世界人权宣言》确认为""人人生而自由,在尊严和权利上一律平等""的普世原则。值得注意的是,该构式的隐喻性在于:人并非字面意义上的""神""(divine being),而是通过隐喻将神的属性(神圣性、不可侵犯性、绝对价值)赋予人,从而为人的尊严提供超越世俗权力的形而上学基础。","该构式触发一系列认知与伦理蕴含:(1)不可侵犯性蕴含→人权保护:如果人是神圣的,那么侵犯人就等同于亵渎神圣,因此任何形式的杀人、伤害、奴役、酷刑都是绝对不可接受的。这一蕴含在历史上推动了废奴运动(威廉·威尔伯福斯引用""人是神圣的""反对奴隶制)、人道主义战争法(日内瓦公约保护战俘与平民)、死刑废除运动(人的生命神圣不可剥夺)等社会进步。(2)平等性蕴含→普世人权:神圣性不因种族、性别、阶级、国籍而有差异,因此所有人都享有同等的神圣性。这一蕴含挑战了古代社会的等级秩序(奴隶主vs奴隶、贵族vs平民、男性vs女性),为现代平等观念奠基。斯多葛学派的世界主义(cosmopolitanism)正是基于此——既然所有人都神圣,那么人类就是一个超越城邦与民族的道德共同体。(3)理性尊严蕴含→教育与启蒙:斯多葛学派认为人的神圣性源于理性(logos),因此保护人性神圣就要保护并发展人的理性能力。这一蕴含在启蒙时期被发展为教育权利——每个人都有接受教育、发展理性的权利,因为这是人性神圣的体现。康德""敢于求知""(Sapere aude)的启蒙口号,正是对""人是神圣的""这一理性尊严观念的延续。(4)责任性蕴含→道德义务:如果人是神圣的,那么我不仅要尊重他人的神圣性,也要尊重自己的神圣性。这意味着自杀、自残、自我堕落都是对神圣的亵渎。斯多葛学派强调的""顺从自然""(live according to nature)实则是要求人按照理性(人性的神圣部分)生活,而非屈从于激情与欲望。这一蕴含在康德那里发展为""自律""(autonomy)概念——真正的自由不是随心所欲,而是按照理性法则自我立法。(5)超验性蕴含→宗教vs世俗张力:将""神圣""属性赋予人,引发了宗教与世俗权力的长期冲突。中世纪教会认为只有上帝才是神圣的,人的价值来自上帝创造,因此反对""人即神圣""的观点(如布鲁诺因宣扬""大自然是神圣的""被烧死)。但启蒙时期,这一观点被世俗化为""人权"",成为限制君权神授、教会专制的思想武器。法国大革命《人权宣言》宣称""人权神圣不可侵犯"",正是将斯多葛学派的""人是神圣的""转化为政治纲领。","(1)一级继承:【X是Y判断构式】→该构式继承汉语基本判断构式""X是Y""的核心框架,通过系词""是""建立主语""人""与表语""神圣的""之间的等同关系。这一等同是隐喻性的:人并非字面意义上的神,而是通过隐喻获得神的属性(神圣性)。(2)二级继承:【价值评价构式】→继承""X是[价值形容词]""这一次类构式,如""真理是神圣的""""爱是神圣的""""自由是神圣的"",共享""将抽象概念赋予最高价值""的认知模式。价值形容词""神圣的""标志着价值等级的顶端,超越世俗的""好""""重要""""珍贵""等评价。(3)三级继承:【宗教价值构式家族】→该构式属于""宗教价值隐喻""构式家族,与""上帝是至善的(神→道德)""""天国是荣耀的(神→奖赏)""""信仰是救赎(神→拯救)""等构式共享""将宗教概念映射到世俗领域""的认知模式。但与这些构式不同的是,本构式实现了价值方向的逆转:不是从人到神(如""圣徒是神的仆人""),而是从神到人,将神的属性赋予人。(4)特化路径:在继承链条上,该构式通过【价值方向逆转】和【人本主义嵌入】实现个性化——传统宗教构式是""人敬拜神"",本构式则是""人获得神性"",这种逆转标志着西方思想从神本到人本的哲学转向。斯多葛学派选择""神圣""而非""高贵""""优秀""等世俗词汇,是为了强调人的价值不是相对的、可比较的,而是绝对的、不可剥夺的——正如神的神圣性不因人的信仰而改变,人的尊严也不因社会地位、种族性别而改变。该构式后来被文艺复兴人本主义、启蒙理性主义、现代人权理论不断继承与发展,成为西方伦理学与政治哲学的核心构式之一。","(1)核心义:【宗教神圣】→最原始义项,指人在宗教意义上具有神性,不可亵渎。斯多葛学派的塞涅卡使用该构式时,强调人因具有""逻各斯""(理性/神性火花)而神圣,这一神圣性是内在的,非外在赋予的。(2)道德义:【伦理不可侵犯】→演化为道德层面的绝对命令:任何伤害人的行为都是道德上不可接受的。康德的""人是目的而非手段""正是这一义项的哲学化表达——因为人神圣,所以人不能被工具化、手段化。(3)政治义:【天赋人权】→进一步政治化,指人享有不可剥夺的基本权利(生命权、自由权、财产权等)。启蒙思想家洛克、卢梭、潘恩等人援引""人的神圣性""论证人权先于国家、高于君权,为民主革命提供理论武器。法国《人权宣言》第一条""人生而自由,在权利上一律平等""即是这一义项的政治宣言。(4)法律义:【人格尊严保护】→在现代法律中,演化为""人格尊严不可侵犯""的宪法原则。德国《基本法》第一条""人的尊严不可侵犯""(Die Würde des Menschen ist unantastbar)直接继承斯多葛学派的""人是神圣的""观念,成为纳粹暴行后欧洲法律体系的伦理基石。(5)世俗化义:【人文价值】→在高度世俗化的现代社会,该构式进一步去宗教化,演变为纯粹的人文主义表达:人之所以宝贵,不是因为神创造了人,而是因为人性本身(理性、情感、创造力)即是最高价值。存在主义哲学家萨特宣称""存在先于本质"",实则将""人是神圣的""推向极致——人不需要任何外在基础(上帝、自然法、理性)来证明自身价值,人的存在本身即是价值源泉。演化驱动力:从宗教神圣→道德命令→政治权利→法律原则→世俗价值,逐步去神学化并扩展应用领域,反映西方社会从神权统治到世俗民主的历史演变,以及""人的价值""观念从超验基础到内在证成的哲学深化。","(1)【人本主义宣言场景】:该构式是斯多葛学派人本主义的核心宣言,常出现在伦理哲学论述中,用于确立人的绝对价值。塞涅卡《论仁慈》(De Clementia)中多次强调""homo homini res sacra"",将其作为反对暴政、保护弱者的伦理基础。该场景触发""价值宣示+伦理论证""的复合功能,构式成为建立道德体系的公理性命题。(2)【启蒙论战场景】:在启蒙时期,该构式(及其变体""人的尊严神圣不可侵犯"")成为启蒙思想家对抗教会专制与君主专制的思想武器。伏尔泰、狄德罗等人援引""人是神圣的""反驳""君权神授""论,论证世俗权力不能侵犯人的基本权利。该场景中,构式承载""批判+解放""的革命功能,成为启蒙运动的核心话语。(3)【法律条文场景】:在现代宪法与国际人权文件中,该构式被法律化为""人格尊严不可侵犯""""人人生而自由平等""等条款。如《世界人权宣言》序言""对人类家庭所有成员的固有尊严...的承认"",德国《基本法》第一条""人的尊严不可侵犯""。此时构式成为法律规范的价值基础,具有强制约束力。(4)【伦理教育场景】:在道德教育与公民教育中,该构式用于培养对人权与人性尊严的尊重。教科书常引用塞涅卡名言或康德""人是目的""命题,向学生传递""尊重每个人""的道德原则。此时构式成为代际传承人本主义价值观的教育工具。(5)【人道主义呼吁场景】:在人道主义救援、反战运动、人权倡导中,该构式用于唤起道德共鸣,如""战争中平民是神圣的,不可轰炸""""难民是神圣的,不可遣返""。此时构式成为道德动员的修辞手段,通过唤起""神圣性""的敬畏感,促使人们采取保护行动。(6)【文化符号场景】:该构式已成为西方文明的核心文化符号,与""自由""""平等""""博爱""并列为西方价值观的基石。在跨文化对话中,常用""人是神圣的""概括西方人权传统,与东方""仁义""传统对比。作为文化符号,构式超越具体语境,成为西方文明自我认同的象征表达。","该构式建立了一个多层级的认知参照点网络:(1)主要参照点:【宗教神圣的具身经验】作为最基础的参照点,源于人类对超自然力量的敬畏体验。从原始宗教的图腾崇拜,到古代宗教的神庙仪式,再到基督教的圣餐礼拜,人类建立了对""神圣""的深刻具身记忆:神圣空间不可擅入(如至圣所只有大祭司可进),神圣物品不可触碰(如约柜触者必死),神圣之名不可妄称(如耶和华之名)。这种敬畏体验在身体上表现为战栗、屈膝、静默等仪式性姿态,形成""神圣→绝对→不可侵犯""的认知图式。当斯多葛学派宣称""人是神圣的"",瞬间激活这套宗教体验的认知参照点,使听者产生强烈的认知冲击:如果人也是神圣的,那么对人的任何伤害都等同于对神的亵渎!这种参照点转移为人的价值提供了超越世俗权力的形而上学基础——人的尊严不是国王赋予的,不是法律规定的,而是如同神的神圣性一样,本质上不可剥夺。(2)次级参照点:【理性作为神性火花】斯多葛学派认为人之所以神圣,是因为人具有""逻各斯""(logos,理性/宇宙理性),这是人与神共享的属性。在古希腊哲学中,理性被视为区分人与动物的根本特征,也是人参与宇宙秩序(cosmos)的能力。这一参照点使""人是神圣的""从抽象宣言落实为具体能力:保护人性神圣就是保护人的理性能力——教育、言论自由、思想自由等都成为人权的必然要求。康德进一步发展这一参照点,将理性视为人的""自律""(autonomy)能力,即自我立法、按照道德法则行动的能力,这正是人之尊严的根源。(3)抽象参照点:【人作为目的vs手段】康德将斯多葛学派的""人是神圣的""哲学化为""人是目的而非手段""的绝对命令。这一参照点建立了清晰的道德边界:任何将人仅仅作为工具使用的行为(如奴隶制、强迫劳动、人体实验)都是对人性神圣的亵渎。这一参照点在现代被广泛应用于生命伦理学(如反对器官买卖、代孕商业化)、劳动法(如禁止童工、强制休息权)、刑法(如禁止酷刑、死刑争议)等领域。(4)政治参照点:【天赋人权vs君权神授】在启蒙时期,""人是神圣的""成为""天赋人权""观念的哲学基础,与""君权神授""形成对抗。传统君权神授论认为国王的权力来自上帝,因此不可质疑;天赋人权论则认为人的权利同样来自""神圣性"",因此高于君权。洛克《政府论》论证""生命、自由、财产""是人的自然权利,先于政府存在;卢梭《社会契约论》主张人民主权,因为人民的意志(公意)代表人性的神圣性。法国大革命《人权宣言》第二条明确:""任何政治结合的目的都在于保存人的自然的和不可动摇的权利"",这正是""人是神圣的""政治化的宣言。(5)法律参照点:【人格尊严不可侵犯】在现代宪法中,""人是神圣的""被转化为""人格尊严不可侵犯""的法律原则。德国《基本法》第一条将其置于所有法律之上:""人的尊严不可侵犯。尊重及保护此项尊严为所有国家机关之义务。""这一参照点在司法实践中成为审查法律合宪性的最高标准——任何法律若侵犯人的尊严(如允许酷刑、强制绝育、人格羞辱),即使民主程序通过也无效。这一参照点在纳粹暴行后的欧洲尤为重要,成为""永不重演""的法律保障。(6)对比参照点:【人vs物、人vs动物】""人是神圣的""构式通过对比强化其认知力量:物(如财产)可以买卖、损毁、替代,但人不可;动物可以杀戮、役使、实验,但人不可。这一对比参照点在奴隶制废除运动中发挥关键作用——废奴主义者反复强调""人不是物"",因为人是神圣的,不可被当作财产交易。现代动物权利运动则挑战这一边界,主张某些高等动物(如猿类、海豚)也具有""神圣性"",应享有基本权利。多重参照点的叠加使该构式既具有宗教的超验性,又具有哲学的理性基础,还具有政治法律的现实约束力,成为连接神学、哲学、政治、法律多重维度的认知桥梁,是西方文明对""人的价值""进行隐喻性思考的最核心表达之一。",categorization,0.3,文学,中,抽具,中_抽具,2,4,8
xb_03067,xb_03067,copular_metaphor,镜子,是,可怕的,ST,OB,4,ontological,2,equative,本条未作扩展构式义标注；核心统计仅使用已编码字段,3,similarity,4,0.97,基于源域的认知参照,1.0,2,2,None,0.89,0.8,2,standard,1.84,2.0,0.5,,"继承判断构式,特化为心理威胁映射",E20934,进睡袋中。乔安不肯把镜子放在帐篷里。入睡前，两人一致认为那面镜子是满可怕的，虽然它只是放在帐篷人口。苏菲今天也拿走了那些明信片，她,镜子是可怕的,1970,乔斯坦·贾德《苏菲的世界》,文学,,,,,,,categorization,0.3,文学,中,抽具,中_抽具,2,4,8
xb_03068,xb_03068,copular_metaphor,大自然,是,神圣的,ST,NT,4,ontological,2,attributive,本条未作扩展构式义标注；核心统计仅使用已编码字段,3,similarity,4,0.94,基于源域的认知参照,1.0,1,2,None,0.74,0.76,2,standard,1.83,2.0,0.5,,"继承判断构式,特化为自然崇高映射",E20940,女人是一个不完整的男人。他并认为小孩子只继承父亲的特征，因为妇女是被动的、只能接受的，而男人则是积极的、具有创造力的。圣多玛斯认为这,大自然是神圣的,1971,乔斯坦·贾德《苏菲的世界》,文学,,,,,,,categorization,0.3,文学,中,抽具,中_抽具,2,4,8
xb_03069,xb_03069,copular_metaphor,某件事情,是,真实的,ST,EV,3,ontological,2,equative,本条未作扩展构式义标注；核心统计仅使用已编码字段,4,similarity,3,0.79,基于源域的认知参照,0.75,1,4,None,0.81,0.86,1,standard,1.71,2.0,0.5,,"继承判断构式,特化为认知确定性映射",E20942,"这你已经说过了。""""笛卡尔认为除非我们能够清楚分明地知道某件事情是真实的，否则我们就不能够认为它是真的。为了要做到这点，可能必须将一",某件事情是真实的,1994,乔斯坦·贾德《苏菲的世界》,文学,,,,,,,categorization,0.3,文学,高,抽抽,高_抽抽,3,3,11
xb_03070,xb_03070,copular_metaphor,怀疑一切事物,是,可能的,ST,TH,3,ontological,2,attributive,本条未作扩展构式义标注；核心统计仅使用已编码字段,4,similarity,3,0.64,基于源域的认知参照,1.0,1,4,None,0.88,0.91,1,standard,1.87,2.0,0.5,,"继承判断构式,特化为认识论映射",E20943,"了的话，整栋房子也会倒塌。""""说得好。笛卡尔并不认为怀疑一切事物是合理的，但他以为从原则上来说怀疑一切事物是可能的。举个例子，我们在",怀疑一切事物是可能的,1991,乔斯坦·贾德《苏菲的世界》,文学,,,,,,,categorization,0.3,文学,高,抽抽,高_抽抽,3,3,11
xb_03071,xb_03071,copular_metaphor,感觉与思维,是,不同的,ST,TH,3,ontological,2,attributive,本条未作扩展构式义标注；核心统计仅使用已编码字段,4,similarity,3,0.7,基于源域的认知参照,1.0,1,2,None,0.86,0.86,1,standard,1.77,2.0,0.5,,"继承判断构式,特化为认知区分映射",E20944,lection)。所以说，他认为感觉与思维是不同的，我们的心灵并不只是一具被动的接收器，它也会将所有不断传进来,感觉与思维是不同的,1968,乔斯坦·贾德《苏菲的世界》,文学,,,,,,,categorization,0.3,文学,高,抽抽,高_抽抽,3,3,11
xb_03072,xb_03072,copular_metaphor,物质世界,是,真实的,ST,AB,3,ontological,2,equative,本条未作扩展构式义标注；核心统计仅使用已编码字段,4,similarity,3,0.64,基于源域的认知参照,1.0,1,4,None,0.76,0.84,1,standard,1.86,2.0,0.5,,"继承判断构式,特化为本体论映射",E20945,"只于此。""""说下去。""""洛克和笛卡尔、史宾诺莎一样，认为物质世界是真实的。""""然后呢?""""但柏克莱却对这点提出了疑问。他利用经验主义",物质世界是真实的,2016,乔斯坦·贾德《苏菲的世界》,文学,,,,,,,categorization,0.3,文学,高,抽抽,高_抽抽,3,3,11
xb_03073,xb_03073,copular_metaphor,事情,是,真的,ST,EV,3,ontological,2,identificational,本条未作扩展构式义标注；核心统计仅使用已编码字段,4,similarity,3,0.69,基于源域的认知参照,0.75,1,4,None,0.85,0.86,4,standard,1.73,2.0,0.5,,"继承判断构式,特化为认知确定性映射",E20946,"以你为荣，你在这么短的时间内就学到了这么多。""""我怕没有一件事情是真的。""""这种感觉叫做'存在的焦虑'。通常只是在迈向获得新意识的",事情是真的,1983,乔斯坦·贾德《苏菲的世界》,文学,,,,,,,categorization,0.3,文学,高,抽抽,高_抽抽,3,3,11
xb_03074,xb_03074,copular_metaphor,因果律,是,绝对的,ST,AB,3,ontological,2,attributive,本条未作扩展构式义标注；核心统计仅使用已编码字段,4,similarity,3,0.75,基于源域的认知参照,1.0,1,4,None,0.86,0.81,2,standard,1.88,2.0,0.5,,"继承判断构式,特化为程度极限映射",E20947,"正是人类理性的特色。正因为人类的理性可以感知事物的因果，因此因果律是绝对的，而且永恒不变的。""""可是在我认为因果律是存在于物质世界的法",因果律是绝对的,1994,乔斯坦·贾德《苏菲的世界》,文学,,,,,,,categorization,0.3,文学,高,抽抽,高_抽抽,3,3,11
xb_03075,xb_03075,copular_metaphor,玩具熊,是,活的,LV,OB,4,ontological,2,equative,本条未作扩展构式义标注；核心统计仅使用已编码字段,3,similarity,4,0.78,基于源域的认知参照,1.0,2,2,None,0.78,0.73,3,standard,1.79,2.0,0.5,,"继承判断构式,特化为生命化映射",E20950,"有人把玩具熊留在森林里，这并不是什么奇怪的事。问题是这只玩具熊是活的，并且正专心一意地忙着某件事。""嗨!""苏菲向它打招呼。""我的",玩具熊是活的,2016,乔斯坦·贾德《苏菲的世界》,文学,,,,,,,categorization,0.3,文学,中,抽具,中_抽具,2,4,8
